หลักทรัพย์,บริษัท,ตลาด,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,รหัสไปรษณีย์,โทรศัพท์,โทรสาร,เว็บไซต์,
SVT,บริษัท ซันเวนดิ้ง เทคโนโลยี จำกัด (มหาชน),SET,บริการ,พาณิชย์,เลขทื่ 34 ถนนกรุงเทพกรีฑา แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร,10240,0-2295-4284,0-2683-6548,www.sunvending.co.th,
SWC,บริษัท เชอร์วู้ด คอร์ปอเรชั่น (ประเทศไทย) จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,เลขที่ 1252 อาคารทรู ทาวเวอร์ 2 อาคาร 1 ชั้นที่ 2 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,0-2320-2288,0-2320-2670,www.sherwood.co.th,
SYMC,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,123 ซันทาวเวอร์ส อาคารบี ชั้น 35-36 ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร,10900,0-2101-1111,0-2101-1133,www.symphony.net.th,
SYNEX,บริษัท ซินเน็ค (ประเทศไทย) จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,เลขที่ 433 ถนนสุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร,10230,0-2553-8888,0-2578-8181,http://www.synnex.co.th,
SYNTEC,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,555/7-11 ซอยสุขุมวิท 63 (เอกมัย) ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร,10110,0-2381-6333,0-2711-5183,www.synteccon.com,
TACC,บริษัท ที.เอ.ซี. คอนซูเมอร์ จำกัด (มหาชน),mai,เกษตรและอุตสาหกรรมอาหาร,-,9/231-233 อาคารยูเอ็มทาวเวอร์ ชั้น 23 ถนนรามคำแหง แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,0-2717-2898,0-2717-2899,www.tacconsumer.com,
TAE,บริษัท ไทย อะโกร เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,888/114 อาคารมหาทุนพลาซ่า ชั้น 11 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,0-2627-3890-4,0-2627-3889,www.thaiagroenergy.com,
TAKUNI,บริษัท ทาคูนิ กรุ๊ป จำกัด (มหาชน),mai,ทรัพยากร,-,เลขที่ 46/7 อาคารรุ่งโรจน์ธนกุล A ชั้น 12 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร,10310,0-2455-2888,0-2455-2763,www.takunigroup.com,
TAN,บริษัท ธนจิรา รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),SET,บริการ,พาณิชย์,999/9 อาคารดิ ออฟฟิศเศส แอท เซ็นทรัลเวิลด์ ห้องเลขที่ โอเอฟเอ็มเอช 2807 และ โอเอฟเอ็มเอช 2812 ชั้น 28 ถนนพระราม 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร,10330,0-2264-5081,-,www.tanachira.co.th,
TAPAC,บริษัท ทาพาโก้ จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,789/40 หมู่ 1 ตำบลหนองขาม อำเภอศรีราชา ชลบุรี,20230,0-3829-6339-41,0-3829-6342,www.tapaco.com,
TASCO,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,118/1 ถนนพระราม 6 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร,10400,0-2273-6000,0-2273-6030,http://www.tipcoasphalt.com,
TATG,บริษัท ไทย ออโต ทูลส์ แอนด์ ดาย จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,"45/6, 45/9 หมู่ 11 ตำบลคูบางหลวง อำเภอลาดหลุมแก้ว ปทุมธานี",12140,0-2598-3876-9,-,www.thaiautotools.co.th,
TBN,บริษัท ทีบีเอ็น คอร์ปอเรชั่น จำกัด (มหาชน),mai,เทคโนโลยี,-,54 อาคาร บี.บี.บิลดิ้ง ห้อง 1501 - 1502 ชั้น 15 ถนนสุขุมวิท 21 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร,10110,0-2258-5841,0-2258-5842,www.tbn.co.th,
TC,บริษัท ทรอปิคอลแคนนิ่ง (ประเทศไทย) จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,1/1 หมู่ 2 ถนนกาญจนวนิช ตำบลทุ่งใหญ่ อำเภอหาดใหญ่ สงขลา,90110,0-7427-3600,0-7427-3691-4,www.tropical.co.th,
TCAP,บริษัท ทุนธนชาต จำกัด (มหาชน),SET,ธุรกิจการเงิน,ธนาคาร,444 อาคารเอ็มบีเค ทาวเวอร์ ชั้น 16-17 ถนนพญาไท แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร,10330,"0-2217-8000, 0-2217-8199, 0-2217-8444",0-2217-8312,www.thanachart.co.th,
TCC,บริษัท ไทย แคปปิตอล คอร์ปอเรชั่น จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,87/2 อาคารซีอาร์ซีทาวเวอร์ ชั้น 45 ออลซีซั่นส์เพลส ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,0-2685-3600,0-2685-3607,www.thaicapital.co.th,
TCJ,บริษัท ที.ซี.เจ.เอเซีย จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,3/4 หมู่ 9 ถนนบางนา- ตราด กม 18 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,10540,0-2312-6699,0-2312-6711,www.tcjasia.com,
TCMC,บริษัท ทีซีเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,เลขที่ 2054 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร,10310,0-2318-3960-2,0-2318-3962,www.tcm-corporation.com,
